Stock Id,Nombre de la oportunidad,Fecha y Hora PO,Lugar origen de servicio logístico: Nombre,Transaction Id,Etapa,Fecha de compra,Funnel TAS,SL,Fecha PL,Location PL ,Fecha de creacion ,Fecha finalizacion ,LT creado - finalizado (hrs),On time,Proveedor,Region ,Isoweek compra,Mes recolección,Destino,PL,Ticket,Fecha ticket,Revision de casos,LT solicitado vs comprado,creacion - finalizacion ,Local / interestatal,Agente que realiza la compra: Nombre completo,BULK O TAS,Aging desde Compra,creacion Ticket vs SL Finalizado,Comprado vs finalizado,Fecha publicado,Region origen de servicio logístico,Primera publicacion, Days to published,SLA,DESTINO CORRECTO,Location actual,COST,COST,RUTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470050,GRUPO CONTINENTAL-HYUNDAI SANTA FE,"01/12/2025, 15:50",EDOMEX - Interlomas,53754057,Cerrado,1/12/2025,Recolectado,Finished,17/1/2026 9:03:35,Santa Fé,2/12/2025 10:09:20,2/12/2025 12:13:34,2.07,On time,Draiver,CDMX Poniente,49,12,Santa Fé,,Solicitado,2/12/2025 10:03:35,,18.2,0.8,Local,Eivar Villegas,TAS,84.0,2.2,34.2,,CDMX PONIENTE,2025-12-01 16:11:46.609000,0.4,,,,100.63,1,CDMX - CDMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470034,GRUPO ANDRADE-OMODA PEDREGAL,"01/12/2025, 15:04",EDOMEX - Interlomas,53704673,Cerrado,1/12/2025,Sin recoleccion log,,1/2/2026 13:45:30,Santa Fé,,,,,Sin recoleccion log,,49,12,,,No solicitado,,,,,,Enrique Nader,TAS,84.0,,,,CDMX PONIENTE,2025-12-01 15:21:38.711000,0.3,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469997,GRUPO PREMIER-JAC CULIACÁN,"01/12/2025, 12:41",Aliado - BYD Culiacán,53764436,Cerrado,1/12/2025,Recolectado,Finished,17/1/2026 11:26:17,GDL - Midtown,1/12/2025 12:50:13,4/12/2025 22:32:28,81.70,On time,Draiver,GDL,49,12,HQ - Tlaquepaque,,Solicitado,4/12/2025 16:09:04,,75.5,3.4,Interestatal,GABRIEL ANTONIO VALENZUELA CASTRO,TAS,84.0,6.4,12.8,,,2025-12-12 14:22:14.632000,265.7,7,0.0,,9634.66,1,SINALOA - GDL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469981,GRUPO MEGA-MEGA ALIADO,"01/12/2025, 11:06",Aliado - Nissan Toluca,53772619,Cerrado,1/12/2025,Recolectado,Finished,7/1/2026 18:59:52,WH - Lerma 2,2/12/2025 8:38:38,2/12/2025 13:49:10,5.18,On time,Externo,CDMX Poniente,49,12,WH - Lerma 2,,Solicitado,1/12/2025 18:07:17,,7.0,1.1,Local,Josué Cortés,TAS,86.0,19.7,32.6,,CDMX PONIENTE,2025-12-02 13:39:08.413000,26.6,,,,215,1,CDMX - CDMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469709,GRUPO CONTINENTAL-KIA COAPA,"29/11/2025, 18:42",Aliado - Kia Coapa,53790838,Cerrado,29/11/2025,Recolectado,Finished,26/1/2026 17:37:44,Kavak Artz Pedregal,1/12/2025 8:46:24,1/12/2025 14:57:13,6.18,On time,Draiver,CDMX SUR,48,11,San Angel,,Solicitado,29/11/2025 21:27:10,,2.8,1.8,Local,Alberto Gonzalez,TAS,86.0,41.5,56.8,,CDMX SUR,2025-12-01 14:38:09.483000,43.9,,,,371.56,2,CDMX - CDMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469710,GRUPO CONTINENTAL-KIA COAPA,"29/11/2025, 18:40",Aliado - Kia Coapa,53804674,Cerrado,29/11/2025,Recolectado,Finished,30/1/2026 13:53:54,WH - Lerma 2,5/12/2025 10:08:35,5/12/2025 14:44:51,4.60,On time,Draiver,CDMX SUR,48,11,San Angel,,Solicitado,5/12/2025 10:01:37,,135.4,5.8,Local,Alberto Gonzalez,TAS,86.0,4.7,154.1,,CDMX SUR,2025-12-05 12:27:12.950000,137.8,,,,576.95,2,CDMX - CDMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469676,GRUPO CONTINENTAL-KIA ALIADO,"29/11/2025, 17:53",CDMX - Patio Tlalpan,53617035,Cerrado,29/11/2025,Sin recoleccion log,,3/12/2025 12:16:18,Patio Tlalpan,,,,,Sin recoleccion log,,48,11,,,No solicitado,,,,,,Cristian Martinezde,TAS,86.0,,,,CDMX SUR,,No published,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469670,GRUPO ISMO-OMODA ALIADO,"29/11/2025, 17:41",Aliado - Omoda,53668702,Cerrado,29/11/2025,Recolectado,Finished,16/1/2026 12:49:53,WH - Lerma 2,5/12/2025 11:03:09,8/12/2025 15:17:18,76.24,Late,Draiver,QRO,48,11,HQ - QRO - Puerta La Victoria,,Solicitado,5/12/2025 10:46:55,,137.1,8.9,Interestatal,JOSE ALBERTO GONZALEZ FUENTES,TAS,86.0,76.5,155.1,,QRO,2025-11-29 18:01:17.621000,0.3,2,0.0,,3327.66,1,GUANAJUATO - QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469667,GRUPO CONTINENTAL-BYD METEPEC,"29/11/2025, 17:37",EDOMEX - WH Lerma,53779233,Cerrado,29/11/2025,Recolectado,Finished,11/1/2026 10:13:36,WH - Lerma 2,1/12/2025 10:58:50,2/12/2025 10:37:20,23.64,On time,Externo,CDMX Poniente,48,11,WH - Lerma 2,,Solicitado,1/12/2025 10:48:20,,41.2,2.7,Local,Arturo Fernández,TAS,86.0,23.8,59.0,,CDMX PONIENTE,2025-11-29 17:56:09.584000,0.3,,,,215,1,CDMX - CDMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469661,GRUPO CONTINENTAL-GWM METEPEC,"29/11/2025, 17:19",EDOMEX - WH Lerma,53690880,Cerrado,29/11/2025,Recolectado,Finished,26/12/2025 10:22:55,WH - Lerma 2,1/12/2025 10:59:48,1/12/2025 17:02:04,6.04,On time,Externo,CDMX Poniente,48,11,WH - Lerma 2,,Solicitado,1/12/2025 10:55:06,,41.6,2.0,Local,Enrique Nader,TAS,86.0,6.1,59.0,,CDMX PONIENTE,2025-11-29 17:36:10.304000,0.3,,,,215,1,CDMX - CDMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469611,GRUPO CONTINENTAL-GWM METEPEC,"29/11/2025, 15:41",EDOMEX - WH Lerma,53802422,Cerrado,29/11/2025,Recolectado,Finished,8/1/2026 13:10:05,WH - Lerma 2,1/12/2025 10:57:40,1/12/2025 13:45:40,2.80,On time,Externo,CDMX Poniente,48,11,WH - Lerma 2,,Solicitado,1/12/2025 10:46:31,,43.1,1.9,Local,Arturo Fernández,TAS,86.0,3.0,59.0,,CDMX PONIENTE,2025-11-29 16:01:15.209000,0.3,,,,215,1,CDMX - CDMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469590,GRUPO MEGA-MEGA ALIADO,"29/11/2025, 15:22",Aliado - Nissan Toluca,53668817,Cerrado,29/11/2025,Recolectado,Finished,21/2/2026 9:07:14,WH - Lerma 2,2/12/2025 8:37:36,2/12/2025 11:29:24,2.86,On time,Externo,CDMX Poniente,48,11,WH - Lerma 2,,Solicitado,1/12/2025 18:03:39,,50.7,2.8,Local,Josué Cortés,TAS,86.0,17.4,80.6,45993.4,CDMX PONIENTE,2025-12-02 10:34:11.222000,67.2,,,WH - Lerma 2,215,1,CDMX - CDMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469544,GRUPO ISMO-CHEVROLET TLALNEPANTLA,"29/11/2025, 14:10",CDMX - Plaza Fortuna,53733263,Cerrado,29/11/2025,Recolectado,Finished,27/1/2026 16:28:54,CDMX - El Rosario Town Center,4/12/2025 10:33:41,4/12/2025 13:04:05,2.51,On time,Externo,CDMX NORTE,48,11,CDMX - El Rosario Town Center,,Solicitado,4/12/2025 10:10:09,,116.0,5.0,Local,Daniela Pedraza,TAS,86.0,2.9,130.6,,CDMX CENTRO,2025-11-29 14:31:08.876000,0.4,,,,215,1,CDMX - CDMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469523,GRUPO PLASENCIA-MAZDA ACUEDUCTO,"29/11/2025, 13:35",GDL - Midtown,53763674,Cerrado,29/11/2025,Sin recoleccion log,,9/1/2026 15:43:29,Kavak Artz Pedregal,,,,,Sin recoleccion log,,48,11,,,No solicitado,,,,,,Johana Novales,TAS,86.0,,,,GDL,2025-11-29 13:56:12.252000,0.4,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469493,GRUPO ISMO-GAC TLALNEPANTLA,"29/11/2025, 12:31",CDMX - Plaza Fortuna,53747082,Cerrado,29/11/2025,Recolectado,Finished,12/2/2026 8:50:05,Plaza Fortuna,1/12/2025 16:51:15,2/12/2025 13:55:00,21.06,On time,Externo,CDMX NORTE,48,11,CDMX - El Rosario Town Center,,Solicitado,1/12/2025 16:43:10,,52.2,3.1,Local,Daniela Pedraza,TAS,86.0,21.2,64.9,,CDMX CENTRO,2025-11-29 12:51:14.140000,0.3,,,,215,1,CDMX - CDMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468189,GRUPO MEGA-MEGA ALIADO,"29/11/2025, 10:43",Aliado - Nissan Toluca,53698833,Cerrado,29/11/2025,Recolectado,Finished,2/12/2025 12:49:18,WH - Lerma 2,29/11/2025 12:57:03,1/12/2025 10:34:50,45.63,On time,Externo,CDMX Poniente,48,11,WH - Lerma 2,,Solicitado,29/11/2025 12:33:13,,1.8,2.0,Local,Josué Cortés,TAS,86.0,46.0,13.0,,CDMX PONIENTE,,No published,,,,215,1,CDMX - CDMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469448,GRUPO CONTINENTAL-HYUNDAI INTERLOMAS,"29/11/2025, 10:13",EDOMEX - Interlomas,53704885,Cerrado,29/11/2025,Recolectado,Finished,9/1/2026 13:04:58,Santa Fé,1/12/2025 12:03:40,1/12/2025 14:49:54,2.77,On time,Externo,CDMX Poniente,48,11,Santa Fé,,Solicitado,1/12/2025 11:02:29,,48.8,2.2,Local,Juan Nolasco,TAS,87.0,3.8,60.1,,CDMX PONIENTE,2025-11-29 10:31:18.532000,0.3,,,,215,1,CDMX - CDMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469304,GRUPO CONTINENTAL-BYD SANTA FE,"28/11/2025, 19:23",EDOMEX - Interlomas,53705394,Cerrado,28/11/2025,Recolectado,Finished,13/12/2025 12:05:02,Santa Fé,29/11/2025 10:11:16,29/11/2025 11:44:59,1.56,On time,Externo,CDMX Poniente,48,11,Santa Fé,,Solicitado,29/11/2025 9:58:39,,14.6,0.7,Local,Eivar Villegas,TAS,87.0,1.8,34.2,,CDMX PONIENTE,2025-11-28 19:41:20.934000,0.3,,,,190,1,CDMX - CDMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469303,GRUPO CONTINENTAL-BYD METEPEC,"28/11/2025, 18:41",EDOMEX - WH Lerma,53740412,Cerrado,28/11/2025,Recolectado,Finished,7/12/2025 11:50:08,WH - Lerma 2,29/11/2025 11:15:31,1/12/2025 10:52:36,47.62,On time,Externo,CDMX Poniente,48,11,WH - Lerma 2,,Solicitado,29/11/2025 11:13:15,,16.5,2.7,Local,Enrique Nader,TAS,87.0,47.7,35.3,,CDMX PONIENTE,2025-11-28 19:36:22.850000,0.9,,,,215,1,CDMX - CDMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469281,GRUPO ISMO-OMODA ALIADO,"28/11/2025, 18:40",Aliado - Omoda,53711385,Cerrado,28/11/2025,Recolectado,Finished,22/2/2026 8:27:16,HQ - QRO - Puerta La Victoria,3/12/2025 11:30:20,4/12/2025 1:01:06,13.51,On time,Draiver,QRO,48,11,HQ - QRO - Puerta La Victoria,,Solicitado,2/12/2025 9:30:04,,86.8,5.3,Interestatal,JOSE ALBERTO GONZALEZ FUENTES,TAS,87.0,39.5,131.5,45989.8,QRO,2025-11-28 19:01:13.790000,0.4,2,0.0,HQ - QRO - Puerta La Victoria,3658.58,1,GUANAJUATO - QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469270,GRUPO AUTOPOLIS-MITSUBISHI LINDA VISTA,"28/11/2025, 18:08",MTY - HQ FASHION DRIVE,53728950,Cerrado,28/11/2025,Sin recoleccion log,,19/12/2025 10:00:12,MTY - HQ FASHION DRIVE,,,,,Sin recoleccion log,,48,11,,,No solicitado,,,,,,Arnoldo Leos,TAS,87.0,,,,MTY,2025-11-28 18:26:13.587000,0.3,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469265,GRUPO MENA-BYD IZTACALCO,"28/11/2025, 17:45",CDMX - Portal Centro,53697460,Cerrado,28/11/2025,Recolectado,Finished,21/2/2026 9:05:23,WH - Lerma 2,29/11/2025 11:18:19,1/12/2025 13:58:22,50.67,On time,Externo,CDMX CENTRO,48,11,Plaza Fortuna,,Solicitado,29/11/2025 11:02:57,,17.3,2.8,Local,Samuel Rodriguez Gomez,TAS,87.0,50.9,35.3,,CDMX CENTRO,2025-11-28 18:06:18.171000,0.4,,,WH - Lerma 2,215,1,CDMX - CDMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469259,GRUPO CONTINENTAL-KIA ALIADO,"28/11/2025, 17:25",Aliado - Kia Coapa,53706138,Cerrado,28/11/2025,Recolectado,Finished,29/12/2025 13:45:36,WH - Lerma 2,5/12/2025 10:25:10,5/12/2025 17:48:30,7.39,On time,Externo,CDMX SUR,48,11,San Angel,,Solicitado,5/12/2025 10:01:33,,160.6,7.0,Local,Alberto Gonzalez,TAS,87.0,7.8,178.4,,CDMX SUR,2025-12-05 16:42:08.889000,167.3,,,,343.26,2,CDMX - CDMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469248,GRUPO CONTINENTAL-HYUNDAI INTERLOMAS,"28/11/2025, 16:54",EDOMEX - Interlomas,53792062,Cerrado,28/11/2025,Recolectado,Finished,Sin PL,Sin PL,29/11/2025 13:37:27,1/12/2025 11:25:20,45.80,On time,Kavak,CDMX Poniente,48,11,Santa Fé,,Solicitado,29/11/2025 13:34:51,,20.7,2.8,Local,Juan Nolasco,TAS,87.0,45.8,37.6,,CDMX PONIENTE,2025-11-28 17:16:14.543000,0.4,,,,251.6987286,1,CDMX - CDMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469234,GRUPO CONTINENTAL-HYUNDAI PATRIOTISMO,"28/11/2025, 16:26",CDMX - San Ángel,53790062,Cerrado,28/11/2025,Recolectado,Finished,18/2/2026 9:47:58,Kavak Artz Pedregal,28/11/2025 16:44:56,29/11/2025 13:50:36,21.09,On time,Draiver,CDMX SUR,48,11,San Angel,,Solicitado,28/11/2025 16:38:16,,0.2,0.9,Local,Omar Islasgomez,TAS,87.0,21.2,16.7,,CDMX SUR,2025-11-28 16:46:13.322000,0.3,,,,197.2,1,CDMX - CDMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469218,GRUPO CONTINENTAL-BYD SANTA FE,"28/11/2025, 15:54",EDOMEX - Interlomas,53696671,Cerrado,28/11/2025,Recolectado,Finished,18/2/2026 15:09:13,Kavak Forum Cuernavaca,29/11/2025 10:08:34,29/11/2025 11:07:46,0.99,On time,Externo,CDMX Poniente,48,11,Santa Fé,,Solicitado,29/11/2025 9:53:11,,18.0,0.8,Local,Eivar Villegas,TAS,87.0,1.2,34.1,,CDMX PONIENTE,2025-11-28 16:11:11.884000,0.3,,,Kavak Forum Cuernavaca,441.6987286,2,CDMX - CDMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469232,GRUPO ISMO-OMODA CAMPESTRE,"28/11/2025, 14:46",Aliado - Omoda,53712288,Cerrado,28/11/2025,Recolectado,Finished,9/1/2026 10:03:23,HQ - QRO - Puerta La Victoria,4/12/2025 13:45:48,5/12/2025 18:36:26,28.84,On time,Draiver,QRO,48,11,HQ - QRO - Puerta La Victoria,,Solicitado,2/12/2025 10:10:55,,91.4,7.2,Interestatal,JOSE ALBERTO GONZALEZ FUENTES,TAS,87.0,80.4,157.8,,QRO,2025-11-28 16:41:16.740000,1.9,3,0.0,,8213.43,2,GDL - QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469165,GRUPO CONTINENTAL-HYUNDAI PATRIOTISMO,"28/11/2025, 13:50",CDMX - San Ángel,53790362,Cerrado,28/11/2025,Recolectado,Finished,20/1/2026 14:59:05,Kavak Artz Pedregal,28/11/2025 14:49:35,29/11/2025 11:27:41,20.64,On time,Draiver,CDMX SUR,48,11,San Angel,,Solicitado,28/11/2025 14:30:51,,0.7,0.9,Local,Omar Islasgomez,TAS,87.0,20.9,14.8,,CDMX SUR,2025-12-02 21:34:09.550000,103.7,,,,197.2,1,CDMX - CDMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469159,GRUPO ISMO-OMODA ALIADO,"28/11/2025, 13:41",Aliado - Omoda,53668295,Cerrado,28/11/2025,Recolectado,Finished,11/2/2026 14:59:26,HQ - QRO - Puerta La Victoria,1/12/2025 17:26:45,2/12/2025 9:23:50,15.95,On time,Draiver,QRO,48,11,HQ - QRO - Puerta La Victoria,,Solicitado,1/12/2025 10:32:55,,68.9,3.8,Interestatal,JOSE ALBERTO GONZALEZ FUENTES,TAS,87.0,22.8,89.4,,QRO,2025-11-28 14:01:14.149000,0.3,2,0.0,,4726.72,2,GUANAJUATO - QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469155,GRUPO GP AUTO-FORD INTERLOMAS,"28/11/2025, 13:35",CDMX - Antara Fashion Hall,53733715,Cerrado,28/11/2025,Recolectado,Finished,20/12/2025 10:04:27,Kavak Antara Fashion Hall,4/12/2025 16:18:44,5/12/2025 13:28:19,21.16,On time,Externo,CDMX NORTE,48,11,Kavak Antara Fashion Hall,,Solicitado,4/12/2025 15:52:15,,146.3,7.0,Local,Cristian Martinezde,TAS,87.0,21.6,160.3,,CDMX NORTE,2025-11-28 13:56:28.190000,0.4,,,,215,1,CDMX - CDMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469148,GRUPO CONTINENTAL-HYUNDAI SANTA FE,"28/11/2025, 13:26",EDOMEX - Interlomas,53790025,Cerrado,28/11/2025,Recolectado,Finished,2/1/2026 18:54:50,Santa Fé,28/11/2025 14:23:19,28/11/2025 17:50:24,3.45,On time,Externo,CDMX Poniente,48,11,Santa Fé,,Solicitado,28/11/2025 14:14:26,,0.8,0.2,Local,Eivar Villegas,TAS,87.0,3.6,14.4,,CDMX PONIENTE,2025-11-28 13:46:13.083000,0.3,,,,472.6987286,2,CDMX - CDMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469249,GRUPO PLASENCIA-MAZDA GONZALEZ GALLO,"28/11/2025, 13:19",GDL - Midtown,53746563,Cerrado,28/11/2025,Recolectado,Finished,20/2/2026 9:50:15,GDL - Midtown,28/11/2025 17:15:14,2/12/2025 11:35:33,90.34,,Draiver,GDL,48,11,HQ - Tlaquepaque,,No solicitado,,,,3.9,Interestatal,Johana Novales,TAS,87.0,,17.3,45989.7,GDL,2025-11-28 17:26:15.221000,4.1,,,GDL - Midtown,173.33,1,GDL - GDL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469141,GRUPO PLASENCIA-CHANGAN BUGAMBILIAS,"28/11/2025, 13:15",GDL - Midtown,53628567,Cerrado,28/11/2025,Recolectado,Finished,19/1/2026 16:58:14,GDL - Midtown,28/11/2025 13:25:07,2/12/2025 14:38:29,97.22,,Kavak,GDL,48,11,HQ - Tlaquepaque,,No solicitado,,,,4.1,Interestatal,Johana Novales,TAS,87.0,,13.4,,GDL,2025-11-28 13:36:14.815000,0.4,,,,390.005,1,GDL - GDL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469137,GRUPO PLASENCIA-MAZDA SANTA ANITA,"28/11/2025, 13:08",GDL - Midtown,53697476,Cerrado,28/11/2025,Recolectado,Finished,20/12/2025 10:30:14,GDL - Midtown,28/11/2025 13:15:05,2/12/2025 14:27:57,97.21,,Kavak,GDL,48,11,HQ - Tlaquepaque,,No solicitado,,,,4.1,Interestatal,Johana Novales,TAS,87.0,,13.3,,GDL,2025-11-28 13:26:14.153000,0.3,,,,390.005,1,GDL - GDL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469135,GRUPO CONTINENTAL-HYUNDAI INTERLOMAS,"28/11/2025, 13:04",EDOMEX - Interlomas,53761280,Cerrado,28/11/2025,Recolectado,Finished,30/1/2026 12:23:48,Santa Fé,29/11/2025 10:03:57,29/11/2025 13:57:37,3.89,On time,Externo,CDMX Poniente,48,11,Santa Fé,,Solicitado,29/11/2025 9:28:31,,20.4,1.0,Local,Juan Nolasco,TAS,87.0,4.5,34.1,,CDMX PONIENTE,2025-12-02 10:29:08.378000,93.4,,,,221,1,CDMX - CDMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469121,GRUPO CONTINENTAL-HYUNDAI SANTA FE,"28/11/2025, 12:25",EDOMEX - Interlomas,53779911,Cerrado,28/11/2025,Recolectado,Finished,23/12/2025 14:42:04,Santa Fé,28/11/2025 12:46:42,28/11/2025 13:27:06,0.67,On time,Externo,CDMX Poniente,48,11,Santa Fé,,Solicitado,28/11/2025 12:41:56,,0.3,0.0,Local,Eivar Villegas,TAS,87.0,0.8,12.8,,CDMX PONIENTE,2025-11-28 12:46:12.849000,0.4,,,,190,1,CDMX - CDMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469102,GRUPO ISMO-CHEVROLET TLALNEPANTLA,"28/11/2025, 11:40",CDMX - Plaza Fortuna,53698204,Cerrado,28/11/2025,Recolectado,Finished,22/1/2026 12:03:55,CDMX - El Rosario Town Center,1/12/2025 16:52:18,2/12/2025 11:14:46,18.37,On time,Externo,CDMX NORTE,48,11,CDMX - El Rosario Town Center,,Solicitado,1/12/2025 16:47:58,,77.1,4.0,Local,Daniela Pedraza,TAS,88.0,18.4,88.9,,CDMX CENTRO,2025-11-28 12:01:13.542000,0.4,,,,215,1,CDMX - CDMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468954,GRUPO CONTINENTAL-BYD INTERLOMAS,"27/11/2025, 20:14",EDOMEX - Interlomas,53736615,Cerrado,27/11/2025,Recolectado,Finished,16/1/2026 16:14:22,Santa Fé,28/11/2025 13:51:58,28/11/2025 16:21:45,2.50,On time,Externo,CDMX Poniente,48,11,Santa Fé,,Solicitado,28/11/2025 13:41:01,,17.5,0.8,Local,Juan Nolasco,TAS,88.0,2.7,37.9,,CDMX PONIENTE,2025-11-27 20:31:08.011000,0.3,,,,571.15,3,CDMX - CDMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468940,GRUPO CONTINENTAL-GWM METEPEC,"27/11/2025, 19:38",EDOMEX - WH Lerma,53659987,Cerrado,27/11/2025,Recolectado,Finished,28/1/2026 11:38:33,HQ - QRO - Puerta La Victoria,5/12/2025 12:44:16,6/12/2025 11:00:54,22.28,Late,Externo,CDMX Poniente,48,11,WH - Lerma 2,,Solicitado,29/11/2025 11:52:39,,40.2,8.6,Local,Arturo Fernández,TAS,88.0,167.1,204.7,,CDMX PONIENTE,2025-11-27 19:56:08.802000,0.3,,,,215,1,CDMX - CDMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468939,GRUPO CONTINENTAL-HYUNDAI SANTA FE,"27/11/2025, 19:35",EDOMEX - Interlomas,53751796,Cerrado,27/11/2025,Recolectado,Finished,27/12/2025 9:01:09,Santa Fé,28/11/2025 11:53:31,28/11/2025 13:02:32,1.15,On time,Externo,CDMX Poniente,48,11,Santa Fé,,Solicitado,28/11/2025 11:05:47,,15.5,0.7,Local,Eivar Villegas,TAS,88.0,1.9,35.9,,CDMX PONIENTE,2025-11-27 19:56:08.324000,0.4,,,,190,1,CDMX - CDMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468918,GRUPO ANDRADE-OMODA PEDREGAL,"27/11/2025, 18:57",EDOMEX - Interlomas,53767557,Cerrado,27/11/2025,Recolectado,Finished,23/2/2026 11:32:32,Santa Fé,2/12/2025 16:27:13,2/12/2025 21:26:15,4.98,On time,Draiver,CDMX Poniente,48,11,Santa Fé,,Solicitado,2/12/2025 13:45:36,,114.8,5.1,Local,Enrique Nader,TAS,88.0,7.7,136.5,45988.8,CDMX PONIENTE,2025-11-27 19:16:24.147000,0.3,,,Santa Fé,192.5,1,CDMX - CDMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468901,GRUPO TORRES CORZO-TORRES CORZO ALIADO,"27/11/2025, 18:44",Aliado - Nissan Torres Corzo,53718368,Cerrado,27/11/2025,Recolectado,Finished,29/12/2025 7:38:43,HQ - QRO - Puerta La Victoria,27/11/2025 18:50:06,12/12/2025 15:12:59,356.38,Late,Draiver,QRO,48,11,HQ - QRO - Puerta La Victoria,,Solicitado,8/12/2025 14:24:22,,259.7,14.9,Interestatal,Juan Salazar,TAS,88.0,96.8,18.8,,QRO,2025-11-27 19:01:10.632000,0.3,2,0.0,,2474.9,1,S.L.P - QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468891,GRUPO CONTINENTAL-KIA ALIADO,"27/11/2025, 18:32",Aliado - Kia Coapa,53776759,Cerrado,27/11/2025,Recolectado,Finished,19/12/2025 16:03:03,HQ - QRO - Puerta La Victoria,27/11/2025 19:06:24,28/11/2025 13:06:36,18.00,On time,Externo,CDMX SUR,48,11,San Angel,,Solicitado,27/11/2025 18:50:29,,0.3,0.8,Local,Alberto Gonzalez,TAS,88.0,18.3,19.1,,CDMX SUR,2025-12-02 10:22:15.730000,111.8,,,,190,1,CDMX - CDMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468885,GRUPO AUTOPOLIS-NISSAN CUMBRES,"27/11/2025, 18:28",MTY - HQ FASHION DRIVE,53750450,Cerrado,27/11/2025,Recolectado,Finished,23/1/2026 11:12:21,MTY - HQ FASHION DRIVE,2/12/2025 11:04:28,2/12/2025 12:27:23,1.38,,Kavak,MTY,48,11,MTY - HQ FASHION DRIVE,,No solicitado,,,,4.7,Interestatal,Arnoldo Leos,TAS,88.0,,131.1,,MTY,2025-11-27 18:46:11.857000,0.3,,,,66.62,1,MTY - MTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468882,GRUPO CONTINENTAL-KIA COAPA,"27/11/2025, 18:22",Aliado - Kia Coapa,53708244,Cerrado,27/11/2025,Recolectado,Finished,9/12/2025 11:55:18,Kavak Artz Pedregal,29/11/2025 9:59:37,1/12/2025 10:46:50,48.79,Late,Draiver,CDMX SUR,48,11,San Angel,,Solicitado,28/11/2025 20:35:16,,26.2,3.7,Local,Alberto Gonzalez,TAS,88.0,62.2,58.0,,CDMX SUR,2025-12-01 09:38:08.692000,87.3,,,,251.6987286,1,CDMX - CDMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
